Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
24.18000000,-0.22638314,-0.15009883,24.09913421,24.10098109,-0.00766308,0.587562 µm.
24.18000000,-0.22638314,-0.15009883,24.09913421,24.10098109,-0.00766308,0.587562 µm.
24.80000000,-0.24741320,-0.16922535,24.71698413,24.71895496,-0.00797295,0.587562 µm.
24.80000000,-0.24741320,-0.16922535,24.71698413,24.71895496,-0.00797295,0.587562 µm.
25.42000000,-0.26820239,-0.18824892,25.33483055,25.33692884,-0.00828153,0.587562 µm.
25.42000000,-0.26820239,-0.18824892,25.33483055,25.33692884,-0.00828153,0.587562 µm.
26.04000000,-0.28869896,-0.20712819,25.95267367,25.95490271,-0.00858812,0.587562 µm.
26.04000000,-0.28869896,-0.20712819,25.95267367,25.95490271,-0.00858812,0.587562 µm.
26.66000000,-0.30885062,-0.22582106,26.57051372,26.57287659,-0.00889201,0.587562 µm.
26.66000000,-0.30885062,-0.22582106,26.57051372,26.57287659,-0.00889201,0.587562 µm.
27.28000000,-0.32860457,-0.24428475,27.18835095,27.19085046,-0.00919245,0.587562 µm.
